date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:43:21	17321/17321	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2015%20Nov%202023%2004:43:25%20GMT	http://use.typekit.net/ik/x6GUpkndnsB4lrDkqClgcNMtmdtpd1giLmTZg2T2ByjfezqgfHYEBsJzwD9oFDIDWDi8ZRMojQ8KjcFq5QJh5AZKwRJUwc9XZQwuZeJUwDI3Fcjtjc4KF2w-yMI7OcuoSeNkieZzde8zOcFzdP37O1gkdDJlic88ikolpWgzS1scdhUTdkoRdhXCHKokZAoXpKoRdhX0j1JCdW83da4XZcNC-Av0jhNlOYgkdDJlic88ikolpWgzS1scdhUTdkoRdhXCScm0iYG0jhNlOc4kOYiaikokZAoXpKoRdhX0j1JKgeFCj1q7f6KnXMIbMg6IJMJ7f6KTXMIbMg6eJMJ7f6KcXMIbMg6YJMJ7f6K1XMIbMg6JJMHbMSRQa4Ie.js?cb=47a664330854441e7fc00a8c3e7b38610e6a2e05	C:/ACNAIS/CANAIS/use.typekit.net/ik/x6GUpkndnsB4lrDkqClgcNMtmdtpd1giLmTZg2T2ByjfezqgfHYEBsJzwD9oFDIDWDi8ZRMojQ8KjcFq5QJh5AZKwRJUwc9XZQwuZeJUwDI3Fcjtjc4KF2w-yMI7OcuoSeNkieZzde8zOcFzdP37O1gkdDJlic88ikolpWgzS1scdhUTdkoRdhXCHKokZAoXpKoRdhX0	(from https://rentz.com.br/work)
01:43:21	494624/494624	---M--	200	added ('OK')	image/png	etag:009b413aa2d6bb4995e118aa2e661860	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/9738a0ad-698d-4f9e-ac7b-f4b5791c5ded_rwc_0x0x1244x1656x1244.png?h=c2009eb069c350c5c150871e390fd478	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/9738a0ad-698d-4f9e-ac7b-f4b5791c5ded_rwc_0x0x1244x1656x12443220.png	(from https://rentz.com.br/work)
01:43:21	63624/63624	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:27%20GMT	https://rentz.com.br/peraltas	C:/ACNAIS/CANAIS/rentz.com.br/peraltas.html	(from https://rentz.com.br/work)
01:43:21	3940/3940	---M--	200	added ('OK')	image/gif	etag:b57ba8727ad28e92232e67ff8919749b	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/64369ebe-d9d7-474f-ba6b-e8f54da572b4_rwc_0x0x1244x1656x32.gif?h=410ee87f4b1b9a0245e7d282af3b112b	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/64369ebe-d9d7-474f-ba6b-e8f54da572b4_rwc_0x0x1244x1656x3215c9.gif	(from https://rentz.com.br/work)
01:43:21	1045749/1045749	---M--	200	added ('OK')	image/gif	etag:68125769754c6d238a1e72628e599873	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/64369ebe-d9d7-474f-ba6b-e8f54da572b4_rwc_0x0x1244x1656x1244.gif?h=734eeaf3ce99e9f8e4db115904af0dfd	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/64369ebe-d9d7-474f-ba6b-e8f54da572b4_rwc_0x0x1244x1656x1244c2a2.gif	(from https://rentz.com.br/work)
01:43:22	64030/64030	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:27%20GMT	https://rentz.com.br/nubank	C:/ACNAIS/CANAIS/rentz.com.br/nubank.html	(from https://rentz.com.br/work)
01:43:22	2147/2147	---M--	200	added ('OK')	image/png	etag:b3d97707f11543bc7019f4a11c76146e	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/2ff2465a-dad8-44b1-8984-2795347ca95f_rwc_0x0x1244x1656x32.png?h=b86bc1c58bb7fa51f4c57be361909f08	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/2ff2465a-dad8-44b1-8984-2795347ca95f_rwc_0x0x1244x1656x32d0bb.png	(from https://rentz.com.br/work)
01:43:22	211806/211806	---M--	200	added ('OK')	image/png	etag:a0080028994ccfe3c6bbf9fac4319643	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/2ff2465a-dad8-44b1-8984-2795347ca95f_rwc_0x0x1244x1656x1244.png?h=d078d92207c59bbf0e918124602136fb	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/2ff2465a-dad8-44b1-8984-2795347ca95f_rwc_0x0x1244x1656x1244b3e0.png	(from https://rentz.com.br/work)
01:43:22	70095/70095	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:28%20GMT	https://rentz.com.br/ifood-1	C:/ACNAIS/CANAIS/rentz.com.br/ifood-1.html	(from https://rentz.com.br/work)
01:43:22	3306/3306	---M--	200	added ('OK')	image/gif	etag:536bbee628f318df5259a0f37d5d617a	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/2fd05462-bfe4-425f-a5c0-2bf47941914e_rwc_0x0x1244x1656x32.gif?h=1daabadc65d034feecbf5bc9157d4c6d	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/2fd05462-bfe4-425f-a5c0-2bf47941914e_rwc_0x0x1244x1656x326838.gif	(from https://rentz.com.br/work)
01:43:23	110146/110146	---M--	200	added ('OK')	image/gif	etag:20d6924a97ed8b8c4b990f24e185e3d6	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/2fd05462-bfe4-425f-a5c0-2bf47941914e_rwc_0x0x1244x1656x1244.gif?h=e226d8389a084ed355a8e3f7929c7357	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/2fd05462-bfe4-425f-a5c0-2bf47941914e_rwc_0x0x1244x1656x1244cd5f.gif	(from https://rentz.com.br/work)
01:43:23	65530/65530	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:29%20GMT	https://rentz.com.br/sos-me-poupe	C:/ACNAIS/CANAIS/rentz.com.br/sos-me-poupe.html	(from https://rentz.com.br/work)
01:43:23	2640/2640	---M--	200	added ('OK')	image/gif	etag:36890f42a05650e8c9fb2f08583d993f	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/9764acbb-47e9-41c6-9a84-e5dadf78dbc8_rwc_0x0x1244x1656x32.gif?h=d6b3383a7bf441bf3aaf0626efe53f98	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/9764acbb-47e9-41c6-9a84-e5dadf78dbc8_rwc_0x0x1244x1656x323862.gif	(from https://rentz.com.br/work)
01:43:23	66392/66392	---M--	200	added ('OK')	image/gif	etag:c77d26009d26c359de0ae9a6e85fb161	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/9764acbb-47e9-41c6-9a84-e5dadf78dbc8_rwc_0x0x1244x1656x1244.gif?h=3b4fb9b6ba77db56817cb568efcc9967	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/9764acbb-47e9-41c6-9a84-e5dadf78dbc8_rwc_0x0x1244x1656x1244bca7.gif	(from https://rentz.com.br/work)
01:43:24	62125/62125	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:29%20GMT	https://rentz.com.br/gangue-pizza	C:/ACNAIS/CANAIS/rentz.com.br/gangue-pizza.html	(from https://rentz.com.br/work)
01:43:24	3065/3065	---M--	200	added ('OK')	image/png	etag:a72f9538e178f678b8784feaca6320d7	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/56966d5d-e46b-4d4b-ae06-9c9b9c0d6236_rwc_0x0x1244x1656x32.png?h=878a9e0f04c6462d2b7bf29e93a055cf	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/56966d5d-e46b-4d4b-ae06-9c9b9c0d6236_rwc_0x0x1244x1656x32efa6.png	(from https://rentz.com.br/work)
01:43:24	507213/507213	---M--	200	added ('OK')	image/png	etag:900e5d1cfc579b4b1c2ecb655ba231dd	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/56966d5d-e46b-4d4b-ae06-9c9b9c0d6236_rwc_0x0x1244x1656x1244.png?h=8a1983e1dda59df4d2ada3403bb7308d	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/56966d5d-e46b-4d4b-ae06-9c9b9c0d6236_rwc_0x0x1244x1656x1244e4fb.png	(from https://rentz.com.br/work)
01:43:24	61591/61591	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:30%20GMT	https://rentz.com.br/a-voz-do-rouco	C:/ACNAIS/CANAIS/rentz.com.br/a-voz-do-rouco.html	(from https://rentz.com.br/work)
01:43:24	1933/1933	---M--	200	added ('OK')	image/png	etag:688d0ef0b73c29859f8f3e8b030411d0	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/82677979-1de3-4522-a757-1bc335e72ac8_rwc_0x0x1244x1656x32.png?h=35e46a0c20bbf16106373e924d015db2	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/82677979-1de3-4522-a757-1bc335e72ac8_rwc_0x0x1244x1656x3253e6.png	(from https://rentz.com.br/work)
01:43:25	297988/297988	---M--	200	added ('OK')	image/png	etag:f2f7f5d46270e08ff4f888ae857c2292	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/82677979-1de3-4522-a757-1bc335e72ac8_rwc_0x0x1244x1656x1244.png?h=f7701b5156cbbde66feabc05c0b76aab	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/82677979-1de3-4522-a757-1bc335e72ac8_rwc_0x0x1244x1656x1244950d.png	(from https://rentz.com.br/work)
01:43:25	81360/81360	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:31%20GMT	https://rentz.com.br/nova-dpz-54-anos	C:/ACNAIS/CANAIS/rentz.com.br/nova-dpz-54-anos.html	(from https://rentz.com.br/work)
01:43:25	3640/3640	---M--	200	added ('OK')	image/png	etag:09e66573d3465aee009e88d43b928ee3	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/28c824e5-e718-4bc2-be30-32854afae933_rwc_0x0x1244x1656x32.png?h=5afdc7ba8f990d045f4903861777597e	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/28c824e5-e718-4bc2-be30-32854afae933_rwc_0x0x1244x1656x321143.png	(from https://rentz.com.br/work)
01:43:25	494891/494891	---M--	200	added ('OK')	image/png	etag:29a164b59e83f4dbf564fc0d15c01293	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/28c824e5-e718-4bc2-be30-32854afae933_rwc_0x0x1244x1656x1244.png?h=7838273626e5d8027587843b4d6abd82	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/28c824e5-e718-4bc2-be30-32854afae933_rwc_0x0x1244x1656x124488e8.png	(from https://rentz.com.br/work)
01:43:26	65544/65544	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:31%20GMT	https://rentz.com.br/holipass-1	C:/ACNAIS/CANAIS/rentz.com.br/holipass-1.html	(from https://rentz.com.br/work)
01:43:26	1989/1989	---M--	200	added ('OK')	image/png	etag:dc4e5a7341c394f40d12444c60cb5ba1	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/c1b99eb6-67e0-4f66-97c7-a38aeb4daad1_rwc_0x0x1244x1656x32.png?h=0053713409e4373fe157b70a22461f9e	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/c1b99eb6-67e0-4f66-97c7-a38aeb4daad1_rwc_0x0x1244x1656x32baef.png	(from https://rentz.com.br/work)
01:43:26	182607/182607	---M--	200	added ('OK')	image/png	etag:ac49946928d42a38fc40b3c018205ef2	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/c1b99eb6-67e0-4f66-97c7-a38aeb4daad1_rwc_0x0x1244x1656x1244.png?h=bd6ee97eece298f39a64644e3a1fa8da	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/c1b99eb6-67e0-4f66-97c7-a38aeb4daad1_rwc_0x0x1244x1656x12443075.png	(from https://rentz.com.br/work)
01:43:26	65540/65540	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:32%20GMT	https://rentz.com.br/stickers-rentz	C:/ACNAIS/CANAIS/rentz.com.br/stickers-rentz.html	(from https://rentz.com.br/work)
01:43:26	5275/5275	---M--	200	added ('OK')	image/gif	etag:c66e7d1d4206c3290fad0f532235aedb	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/37f2a2ab-2a0f-429e-9967-6a3088f99c2b_rwc_0x0x1244x1656x32.gif?h=df10f1fe7d0538e4f4dc067a8dc673ef	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/37f2a2ab-2a0f-429e-9967-6a3088f99c2b_rwc_0x0x1244x1656x32ced7.gif	(from https://rentz.com.br/work)
01:43:27	635946/635946	---M--	200	added ('OK')	image/gif	etag:ce9b975ffa54b896e35adaf93a9e8773	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/37f2a2ab-2a0f-429e-9967-6a3088f99c2b_rwc_0x0x1244x1656x1244.gif?h=957d60b8c669ff90c178c17b4e5fc116	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/37f2a2ab-2a0f-429e-9967-6a3088f99c2b_rwc_0x0x1244x1656x124450dc.gif	(from https://rentz.com.br/work)
01:43:27	95447/95447	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:32%20GMT	https://rentz.com.br/quant-bot-editora-ftd	C:/ACNAIS/CANAIS/rentz.com.br/quant-bot-editora-ftd.html	(from https://rentz.com.br/work)
01:43:27	2731/2731	---M--	200	added ('OK')	image/png	etag:55c1a9fe4d7431b397a4492045851830	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/0da38db3-a6d5-47b9-ac2e-7cb682411edd_rwc_0x0x1244x1656x32.png?h=e1065ea61ffa5a9bf9d3182da0abbac2	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/0da38db3-a6d5-47b9-ac2e-7cb682411edd_rwc_0x0x1244x1656x329bb2.png	(from https://rentz.com.br/work)
01:43:27	147290/147290	---M--	200	added ('OK')	image/png	etag:f557f15a773eb4336f391289c6b7f305	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/0da38db3-a6d5-47b9-ac2e-7cb682411edd_rwc_0x0x1244x1656x1244.png?h=08d2616cc539a6c643737ff3d69f8ca0	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/0da38db3-a6d5-47b9-ac2e-7cb682411edd_rwc_0x0x1244x1656x1244155d.png	(from https://rentz.com.br/work)
01:43:28	69962/69962	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:33%20GMT	https://rentz.com.br/serigrafias-serie-01	C:/ACNAIS/CANAIS/rentz.com.br/serigrafias-serie-01.html	(from https://rentz.com.br/work)
01:43:28	7261/7261	---M--	200	added ('OK')	image/gif	etag:ee0b6f67acebae7c5d9af6be589380a7	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/9c729595-16b8-4c33-abf9-2f30d10ce66f_rwc_0x0x1244x1656x32.gif?h=c9fe489f3bda1ae78c52e3477a88271f	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/9c729595-16b8-4c33-abf9-2f30d10ce66f_rwc_0x0x1244x1656x32c514.gif	(from https://rentz.com.br/work)
01:43:28	2477928/2477928	---M--	200	added ('OK')	image/gif	etag:5f939e6b06b6875beec60a7831c9ea02	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/9c729595-16b8-4c33-abf9-2f30d10ce66f_rwc_0x0x1244x1656x1244.gif?h=df17f4ca928404aa028775fdd2d3e663	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/9c729595-16b8-4c33-abf9-2f30d10ce66f_rwc_0x0x1244x1656x1244bdf0.gif	(from https://rentz.com.br/work)
01:43:28	71876/71876	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:34%20GMT	https://rentz.com.br/game-xp-1	C:/ACNAIS/CANAIS/rentz.com.br/game-xp-1.html	(from https://rentz.com.br/work)
01:43:28	3370/3370	---M--	200	added ('OK')	image/gif	etag:685870cb2c50f5923d619850a2477b30	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/226ac084-4686-4833-92fd-b14fbdcfd562_rwc_0x0x1244x1656x32.gif?h=6150309283ad7b2d86c5262c032537ef	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/226ac084-4686-4833-92fd-b14fbdcfd562_rwc_0x0x1244x1656x325151.gif	(from https://rentz.com.br/work)
01:43:29	285422/285422	---M--	200	added ('OK')	image/gif	etag:d25f7482eba221f372e0d462e0f96d7e	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/226ac084-4686-4833-92fd-b14fbdcfd562_rwc_0x0x1244x1656x1244.gif?h=4eae030fa1d9fcb3f60bbdbae536ad79	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/226ac084-4686-4833-92fd-b14fbdcfd562_rwc_0x0x1244x1656x1244666a.gif	(from https://rentz.com.br/work)
01:43:29	70454/70454	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:34%20GMT	https://rentz.com.br/google-allo	C:/ACNAIS/CANAIS/rentz.com.br/google-allo.html	(from https://rentz.com.br/work)
01:43:29	1561/1561	---M--	200	added ('OK')	image/png	etag:64980d40b2184004f9c696500686bdf0	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/0063f93d-6608-4ddc-b1ed-c0bcce8dee2a_rwc_0x0x1244x1656x32.png?h=25a168cdd011d10b636fd7a6e99b8843	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/0063f93d-6608-4ddc-b1ed-c0bcce8dee2a_rwc_0x0x1244x1656x327283.png	(from https://rentz.com.br/work)
01:43:29	189859/189859	---M--	200	added ('OK')	image/png	etag:0a9a39dbfcd3b70b3355e84bba9ec278	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/0063f93d-6608-4ddc-b1ed-c0bcce8dee2a_rwc_0x0x1244x1656x1244.png?h=2f3b02be4554c553d05132039774e122	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/0063f93d-6608-4ddc-b1ed-c0bcce8dee2a_rwc_0x0x1244x1656x12446c19.png	(from https://rentz.com.br/work)
01:43:29	59438/59438	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:35%20GMT	https://rentz.com.br/kitkat-1	C:/ACNAIS/CANAIS/rentz.com.br/kitkat-1.html	(from https://rentz.com.br/work)
01:43:30	1509/1509	---M--	200	added ('OK')	image/png	etag:23a40d6aa7507a632d3a38643a6c623a	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/d9eb7255-f376-41ee-b74e-c7db2efa2f7a_rwc_0x0x1244x1656x32.png?h=ac174ddcfc37bbee0caf1d796f073a86	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/d9eb7255-f376-41ee-b74e-c7db2efa2f7a_rwc_0x0x1244x1656x320b7c.png	(from https://rentz.com.br/work)
01:43:30	674473/674473	---M--	200	added ('OK')	image/png	etag:e570ab972a002a65cd9c532a9d87450e	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/d9eb7255-f376-41ee-b74e-c7db2efa2f7a_rwc_0x0x1244x1656x1244.png?h=3491db40eea97d4a650681a24bb9a53c	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/d9eb7255-f376-41ee-b74e-c7db2efa2f7a_rwc_0x0x1244x1656x1244d342.png	(from https://rentz.com.br/work)
01:43:30	65398/65398	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:36%20GMT	https://rentz.com.br/the-wall-street-journal-1	C:/ACNAIS/CANAIS/rentz.com.br/the-wall-street-journal-1.html	(from https://rentz.com.br/work)
01:43:30	2195/2195	---M--	200	added ('OK')	image/png	etag:b64fe5c2a45945ff628da2aac83fa1d0	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/df34ab4e-d2fd-4160-80a3-5cfad77d0cbc_rwc_0x0x1244x1656x32.png?h=062770a8671d4d2f2318068bb9a9261c	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/df34ab4e-d2fd-4160-80a3-5cfad77d0cbc_rwc_0x0x1244x1656x329c02.png	(from https://rentz.com.br/work)
01:43:31	242328/242328	---M--	200	added ('OK')	image/png	etag:b6383182807d90d9d04276d1d7199e86	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/df34ab4e-d2fd-4160-80a3-5cfad77d0cbc_rwc_0x0x1244x1656x1244.png?h=3fb275e79d0b16b84dba3e49df8a6199	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/df34ab4e-d2fd-4160-80a3-5cfad77d0cbc_rwc_0x0x1244x1656x124467ea.png	(from https://rentz.com.br/work)
01:43:31	70084/70084	---M--	200	added ('OK')	text/html	date:Wed,%2015%20Nov%202023%2004:43:36%20GMT	https://rentz.com.br/ccxp-1	C:/ACNAIS/CANAIS/rentz.com.br/ccxp-1.html	(from https://rentz.com.br/work)
01:43:31	5324/5324	---M--	200	added ('OK')	image/gif	etag:4d3312702ecbf45019e4293ed2a9c90f	https://cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/6769d6cc-3031-4da4-8745-3e6a1267ab64_rwc_0x0x1244x1656x32.gif?h=e8c7f6c05685d99a8df3c3db9df0dec6	C:/ACNAIS/CANAIS/cdn.myportfolio.com/c8489c04-75f1-4bdc-b062-ae01d51f5d5a/6769d6cc-3031-4da4-8745-3e6a1267ab64_rwc_0x0x1244x1656x32a5d0.gif	(from https://rentz.com.br/work)
